,title,address,price,price_m2,area_m2,rooms,floor,outdoors,parking,market,build_yr,building_type,elevator,heating_type
1183,"Nowoczesne osiedle, winda, 3 pokoje,miejsce w hali","Gdynia, Chwarzno-Wiczlino, Stanisława Filipkowskiego",739 000 zł,10 238 zł/m²,"72,18",3,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,2013,brak,nie,miejskie
1184,"Stacja Grabówek 3 pok,taras 100m2, Orlex Invest","Gdynia, Grabówek, ul. Filomatów",689 000 zł,10 940 zł/m²,"62,98",3,"Piętro
parter/3",taras,garaż/miejsce parkingowe,pierwotny,2023,blok,nie,miejskie
1185,"Stacja Grabówek, 3 pokoje, Orlex Invest","Gdynia, Grabówek, ul. Filomatów",480 000 zł,10 283 zł/m²,"46,68",3,"Piętro
3/3",balkon,garaż/miejsce parkingowe,pierwotny,2023,blok,nie,miejskie
1186,"Gdynia, Pogórze 4 pokoje, dwupoziomowe","Gdynia, Pogórze, Twardowskiego",529 000 zł,5 176 zł/m²,"102,2",4,"Piętro
1/1",balkon,garaż/miejsce parkingowe,pierwotny,2023,apartamentowiec,nie,miejskie
1187,"Gdynia, Pogórze 3 pokoje z ogródkiem Orlex Invest","Gdynia, Pogórze, Twardowskiego",479 000 zł,8 406 zł/m²,"56,98",3,"Piętro
parter/1","ogródek, taras",garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,nie,miejskie
1188,"Os. Kępa Redłowska; budynek z 2012r.3 pokoje,garaż","Gdynia, Redłowo",1 499 999 zł,17 647 zł/m²,85,3,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,2012,apartamentowiec,tak,miejskie
1189,Gdynia Karwiny - 3 pokoje z balkonem dla rodziny,"Gdynia, Karwiny",515 000 zł,8 622 zł/m²,"59,73",3,"Piętro
3/4",balkon,zapytaj,wtórny,1987,blok,nie,miejskie
1190,"M5B, 2 pokoje, kameralna inwestycja,","Gdynia, Mały Kack, ul. Olgierda",516 930 zł,13 759 zł/m²,"37,57",2,"Piętro
3/3",zapytaj,garaż/miejsce parkingowe,pierwotny,2023,blok,nie,gazowe
1191,Atrakcyjne mieszkanie w inwestycji Solano | M102,"ul. Strzelców, Gdynia, pomorskie",Zapytaj o cenę,,"68,94",3,"Piętro
2",balkon,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,zapytaj
1192,"Mieszkanie, 43 m², Gdynia","Gdynia, Witomino, Widna",375 000 zł,8 721 zł/m²,43,2,"Piętro
4/4",zapytaj,zapytaj,wtórny,1964,blok,nie,miejskie
1193,Hit! 3 pokoje Śródmieście Gdynia 2 balony parking,"Gdynia, Śródmieście",810 000 zł,12 960 zł/m²,"62,5",3,"Piętro
1/5",zapytaj,garaż/miejsce parkingowe,wtórny,1962,brak,nie,zapytaj
1194,Mieszkanie 3 pokoje Gdynia Śródmieście sprzedam.,"Gdynia, Śródmieście",990 000 zł,15 000 zł/m²,66,3,"Piętro
zapytaj",zapytaj,zapytaj,wtórny,1938,kamienica,nie,gazowe
1195,"Piękne mieszkanie w Orłowie, przy morzu","Gdynia, Orłowo, Orłowska",1 290 000 zł,18 526 zł/m²,"69,63",3,"Piętro
2/3",zapytaj,zapytaj,wtórny,1938,kamienica,nie,gazowe
1196,"Gdynia-Wiczlino,2pokoje,umeblowane,bliskonatury","Gdynia, Chwarzno-Wiczlino",530 200 zł,11 000 zł/m²,"48,2",2,"Piętro
2/3",balkon,zapytaj,wtórny,2015,blok,tak,zapytaj
1197,3 pokoje w centrum Gdyni,"Gdynia, Wzgórze Św. Maksymiliana, Mikołaja Reja",897 000 zł,11 362 zł/m²,"78,95",3,"Piętro
parter/2",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
1198,"3pok. mieszkanie z tarasem, tylko 2km do plaży","Gdynia, Obłuże, Benisławskiego",828 000 zł,11 500 zł/m²,72,3,"Piętro
3/4",taras,garaż/miejsce parkingowe,wtórny,2020,blok,tak,miejskie
1199,Ekskluzywna oferta z ogrodem w sercu Gdyni.,"Gdynia, Wzgórze Św. Maksymiliana, Partyzantów",1 884 000 zł,24 000 zł/m²,"78,5",3,"Piętro
parter/2","ogródek, taras",garaż/miejsce parkingowe,pierwotny,2020,apartamentowiec,tak,zapytaj
1200,4 pokojowe mieszkanie w Gdyni!,"Gdynia, Oksywie, inż. J. Śmidowicza","466 319,78 zł",7 841 zł/m²,"59,47",4,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,brak,blok,tak,zapytaj
1201,2 pokoje | Gdynia | Oksywie | Smart Home,"Gdynia, Oksywie, inż. J. Śmidowicza","489 362,10 zł",9 508 zł/m²,"51,47",2,"Piętro
parter/3",ogródek,garaż/miejsce parkingowe,wtórny,brak,blok,tak,zapytaj
1202,Twoja nowa przestrzeń z tarasem w centrum Gdyni,"Gdynia, Śródmieście, Stefana Żeromskiego",933 570 zł,17 735 zł/m²,"52,64",2,"Piętro
4/4",zapytaj,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,miejskie
1203,"3 pokoje, duży balkon, kameralna inwestycja M4B","Gdynia, Mały Kack, ul. Olgierda",799 883 zł,12 154 zł/m²,"65,81",3,"Piętro
2/3",balkon,garaż/miejsce parkingowe,pierwotny,2023,blok,nie,gazowe
1204,Nowe Mieszkanie Solano | M105,"ul. Strzelców, Gdynia, pomorskie",Zapytaj o cenę,,"63,25",3,"Piętro
2",balkon,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,zapytaj
1205,Nowa inwestycja !!! Twoja Dąbrowa,"Gdynia, Dąbrowa",676 512 zł,11 600 zł/m²,"58,32",3,"Piętro
2/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,miejskie
1206,Ustawne mieszkanie w inwestycji Solano | M106,"ul. Strzelców, Gdynia, pomorskie",Zapytaj o cenę,,"68,94",3,"Piętro
3",balkon,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,zapytaj
1207,przedsprzedaż !!! Twoja Dąbrowa !!3 duże pokoje,"Gdynia, Dąbrowa",728 511 zł,11 300 zł/m²,"64,47",3,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,miejskie
1208,Przestronne mieszkanie z widokiem na morze w Gdyni,"Gdynia, Babie Doły, Dedala",780 000 zł,11 765 zł/m²,"66,3",4,"Piętro
4/4",balkon,garaż/miejsce parkingowe,wtórny,1980,brak,nie,zapytaj
1209,2 pokojowe mieszkanie + hala garaż,"Gdynia, Leszczynki",440 000 zł,11 957 zł/m²,"36,8",2,"Piętro
1/5",balkon,garaż/miejsce parkingowe,wtórny,2012,brak,nie,zapytaj
1210,"Apartament,Gdynia Wzg.Św.Maksymiliana-76m2","Gdynia, Wzgórze Św. Maksymiliana",1 135 500 zł,15 000 zł/m²,"75,7",4,"Piętro
3/3",taras,garaż/miejsce parkingowe,pierwotny,2020,apartamentowiec,tak,miejskie
1211,Bdb cena;ciche;słoneczne;2 pok.loggia;7min do Skm,"Gdynia, Karwiny",420 000 zł,11 667 zł/m²,36,2,"Piętro
3/4",balkon,zapytaj,wtórny,1985,blok,nie,miejskie
1212,"Super lokalizacja;10 min do Skm; dwustronne,balkon","Gdynia, Chylonia",370 000 zł,8 222 zł/m²,45,2,"Piętro
1/4",balkon,zapytaj,wtórny,brak,blok,nie,miejskie
1213,3 pokoje z potencjałem,"Gdynia, Grabówek, Morska",574 000 zł,7 651 zł/m²,"75,02",3,"Piętro
2/2",balkon,garaż/miejsce parkingowe,wtórny,1920,kamienica,nie,elektryczne
1214,3 pokoje z potencjałem,"Gdynia, Grabówek, Morska",582 000 zł,7 830 zł/m²,"74,33",3,"Piętro
1/2",balkon,garaż/miejsce parkingowe,wtórny,1920,kamienica,nie,elektryczne
1215,4 pokoje z potencjałem,"Gdynia, Grabówek, Morska",508 000 zł,7 915 zł/m²,"64,18",3,"Piętro
2/2",balkon,garaż/miejsce parkingowe,wtórny,1920,kamienica,nie,elektryczne
1216,Nowoczesne Mieszkanie Solano | M109,"ul. Strzelców, Gdynia, pomorskie",Zapytaj o cenę,,"63,25",3,"Piętro
3",balkon,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,zapytaj
1217,Wyjątkowy apartament z widokiem na morze w Gdyni,"Gdynia, Śródmieście, św. Piotra",945 590 zł,20 287 zł/m²,"46,61",2,"Piętro
> 10/17",zapytaj,garaż/miejsce parkingowe,wtórny,2023,brak,nie,zapytaj
1218,Gdynia Mały Kack 5 pokoi z 2 miejscami postojowymi,"Gdynia, Mały Kack, ul. Leśna",1 650 000 zł,13 525 zł/m²,122,5,"Piętro
1/2","balkon, taras",garaż/miejsce parkingowe,wtórny,2018,apartamentowiec,tak,miejskie
1219,"4-pok mieszkanie w Centrum Gdyni, pod dalszy najem","Gdynia, Śródmieście, Portowa",799 000 zł,10 283 zł/m²,"77,7",4,"Piętro
5/5",zapytaj,zapytaj,wtórny,1950,brak,nie,zapytaj
1220,Mieszkanie na granicy lasu blisko centrum miasta,"Gdynia, Witomino, 2 Morskiego Pułku Strzelców",405 000 zł,9 975 zł/m²,"40,6",2,"Piętro
3/4",zapytaj,zapytaj,wtórny,1980,brak,nie,miejskie
1221,Przytulne mieszkanie dla rodziny w Gdyni,"Gdynia, pomorskie",769 000 zł,11 687 zł/m²,"65,8",4,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,2011,blok,tak,miejskie
1222,Apartament w wysokim standardzie.,"Gdynia, Mały Kack",775 000 zł,13 839 zł/m²,56,3,"Piętro
parter/2",zapytaj,garaż/miejsce parkingowe,wtórny,2018,blok,tak,inne
1223,"Gdynia, ścisłe Centrum 3 pokoje","Gdynia, Śródmieście, Wójta Radtkego",640 000 zł,13 574 zł/m²,"47,15",3,"Piętro
1/8",balkon,zapytaj,wtórny,1964,blok,nie,miejskie
1224,Przestronne mieszkanie w ścisłym centrum Gdyni,"Gdynia, Śródmieście",749 000 zł,14 332 zł/m²,"52,26",2,"Piętro
5/5",balkon,zapytaj,wtórny,brak,blok,tak,miejskie
1225,Słoneczne 2 pokoje po generalnym remoncie.,"Gdynia, Chylonia, Ludwika Zamenhofa",390 000 zł,10 521 zł/m²,"37,07",2,"Piętro
3/4",zapytaj,zapytaj,wtórny,1970,brak,nie,zapytaj
1226,Komfortowe mieszkanie w inwestycji Solano | M88,"ul. Strzelców, Gdynia, pomorskie",Zapytaj o cenę,,"91,02",4,"Piętro
2",balkon,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,zapytaj
1227,Nowe Mieszkanie Solano | M117,"ul. Strzelców, Gdynia, pomorskie",Zapytaj o cenę,,"105,76",3,"Piętro
5","balkon, taras",garaż/miejsce parkingowe,pierwotny,2024,brak,tak,zapytaj
1228,Bdb cena;3 pok.duża loggia;15 min do centrum Gdyni,"Gdynia, Obłuże",395 000 zł,6 583 zł/m²,60,3,"Piętro
4/4",balkon,zapytaj,wtórny,brak,blok,nie,miejskie
1229,Mieszkanie - Gdynia Wzgórze Św. Maksymiliana,"Gdynia, Wzgórze Św. Maksymiliana, Wojewody Wachowiaka",420 000 zł,12 899 zł/m²,"32,56",1,"Piętro
parter/2",zapytaj,zapytaj,wtórny,1960,brak,nie,zapytaj
1230,Atrakcyjne mieszkanie w inwestycji Solano | M110,"ul. Strzelców, Gdynia, pomorskie",Zapytaj o cenę,,"68,94",3,"Piętro
4",balkon,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,zapytaj
1231,Przedsprzedaż !!! Twoja Dąbrowa !!2 pokoje,"Gdynia, Dąbrowa",544 065 zł,11 500 zł/m²,"47,31",2,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,miejskie
1232,Funkcjonalne 3 pokoje z dwoma balkonami,"Gdynia, Chwarzno-Wiczlino, Chwarzno, Gen. Mariusza Zaruskiego",759 000 zł,10 327 zł/m²,"73,5",3,"Piętro
1/3","balkon, taras",garaż/miejsce parkingowe,wtórny,2014,blok,tak,gazowe
1233,Bardzo przestronna kawalerka Gdynia,"Gdynia, Oksywie, Bosmańska",299 000 zł,8 306 zł/m²,36,1,"Piętro
parter/3",zapytaj,zapytaj,wtórny,1955,blok,nie,gazowe
1234,M18 - kawalerka z balkonem,"Gdynia, Leszczynki, ul. Kaspra Geskiego",306 425 zł,11 900 zł/m²,"25,75",1,"Piętro
3/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
1235,M16 - trzypokojowe mieszkanie z balkonem,"Gdynia, Leszczynki, ul. Kaspra Geskiego",532 615 zł,11 180 zł/m²,"47,64",3,"Piętro
3/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
1236,M15 - dwupokojowe mieszkanie z balkonem,"Gdynia, Leszczynki, ul. Kaspra Geskiego",463 105 zł,11 276 zł/m²,"41,07",2,"Piętro
3/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
1237,M14 - dwupokojowe mieszkanie z balkonem,"Gdynia, Leszczynki, ul. Kaspra Geskiego",407 400 zł,11 660 zł/m²,"34,94",2,"Piętro
3/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
1238,M11 - trzypokojowe mieszkanie z balkonem,"Gdynia, Leszczynki, ul. Kaspra Geskiego",516 608 zł,10 844 zł/m²,"47,64",3,"Piętro
2/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
1239,M7 - trzypokojowe mieszkanie z balkonem,"Gdynia, Leszczynki, ul. Kaspra Geskiego",505 175 zł,10 604 zł/m²,"47,64",3,"Piętro
1/3","ogródek, taras",garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
1240,M6 - dwupokojowe mieszkanie z balkonem,"Gdynia, Leszczynki, ul. Kaspra Geskiego",439 449 zł,10 700 zł/m²,"41,07",2,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
1241,M3 - trzypokojowe mieszkanie z ogrodem,"Gdynia, Leszczynki, ul. Kaspra Geskiego",521 182 zł,10 940 zł/m²,"47,64",3,"Piętro
parter/3","ogródek, taras",garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
1242,Przestronne Mieszkanie w Inwestycji Solano | M94,"ul. Strzelców, Gdynia, pomorskie",Zapytaj o cenę,,"142,71",5,"Piętro
4","balkon, taras",garaż/miejsce parkingowe,pierwotny,2024,brak,tak,zapytaj
1243,Dwa pokoje Gdynia Oksywie - REZERWACJA,"Gdynia, Oksywie",330 000 zł,10 233 zł/m²,"32,25",2,"Piętro
1/4",zapytaj,zapytaj,wtórny,1978,blok,nie,miejskie
1244,Mieszkanie - Gdynia Wzgórze Św. Maksymiliana,"Gdynia, Wzgórze Św. Maksymiliana, Świętojańska",557 550 zł,13 500 zł/m²,"41,3",2,"Piętro
2/3",zapytaj,zapytaj,wtórny,1960,blok,nie,miejskie
1245,Wygodne Mieszkanie Solano | M113,"ul. Strzelców, Gdynia, pomorskie",Zapytaj o cenę,,"63,25",3,"Piętro
4",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
1246,Nowa inwestycja !!! Twoja Dąbrowa !!!,"Gdynia, Dąbrowa",544 065 zł,11 500 zł/m²,"47,31",2,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,miejskie
1247,"3 pokoje, hala garażowa, spokojna okolica","Gdynia, Chylonia, Chełmińska",570 000 zł,9 982 zł/m²,"57,1",3,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,1998,blok,nie,miejskie
1248,Gdynia Śródmieście 2 pokoje - blisko morza !!!,"Gdynia, Śródmieście",495 000 zł,11 458 zł/m²,"43,2",2,"Piętro
3/4",balkon,zapytaj,wtórny,brak,blok,nie,miejskie
1249,Apartament 3 pokojowy z salonem od zachodu.,"Gdynia, Śródmieście, św. Wojciecha",1 089 165 zł,17 474 zł/m²,"62,33",3,"Piętro
2/5",balkon,zapytaj,wtórny,2024,brak,nie,zapytaj
1250,Dwupoziomowy apartament z widokiem na morze,"Gdynia, Orłowo",4 490 000 zł,41 963 zł/m²,107,4,"Piętro
2/2",taras,garaż/miejsce parkingowe,wtórny,brak,apartamentowiec,nie,zapytaj
1251,Mieszkanie - Gdynia Śródmieście,"Gdynia, Śródmieście",1 295 956 zł,15 355 zł/m²,"84,4",3,"Piętro
2/17",zapytaj,garaż/miejsce parkingowe,pierwotny,2020,apartamentowiec,tak,miejskie
1252,2 pokoje blisko morza,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",615 000 zł,11 942 zł/m²,"51,5",2,"Piętro
2/4",balkon,zapytaj,wtórny,1965,blok,nie,miejskie
1253,Mieszkanie - Gdynia Obłuże,"Gdynia, Obłuże, Jantarowa",640 000 zł,6 095 zł/m²,105,6,"Piętro
parter/3",balkon,zapytaj,wtórny,brak,brak,nie,zapytaj
1254,Mieszkanie - Gdynia Wzgórze Św. Maksymiliana,"Gdynia, Wzgórze Św. Maksymiliana, Wojewody Wachowiaka",760 000 zł,9 620 zł/m²,79,5,"Piętro
3/3",zapytaj,zapytaj,wtórny,1960,brak,nie,zapytaj
1255,Kawalerka - balkon - piwnica - Karwiny,"Gdynia, Karwiny, ul. Jarosława Iwaszkiewicza",320 000 zł,8 450 zł/m²,"37,87",1,"Piętro
4/4",balkon,zapytaj,wtórny,1989,blok,nie,miejskie
1256,2 pokojowe mieszkanie na Wzgórzu! Okazja!,"Gdynia, Wzgórze Św. Maksymiliana",615 000 zł,11 942 zł/m²,"51,5",2,"Piętro
2/4",balkon,zapytaj,wtórny,1965,blok,nie,miejskie
1257,Mieszkanie 1 pokój Gdynia 34 m2 -295 000zł-,"Gdynia, Grabówek",295 000 zł,8 654 zł/m²,"34,09",1,"Piętro
parter/4",zapytaj,zapytaj,wtórny,1928,kamienica,nie,elektryczne
1258,Altus! Apartament! Wysoki standard!,"Gdynia, Redłowo, Legionów",799 000 zł,17 438 zł/m²,"45,82",2,"Piętro
1/15",balkon,garaż/miejsce parkingowe,wtórny,2012,apartamentowiec,tak,miejskie
1259,2-pokojowe mieszkanie w świetnej lokalizacji,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",615 000 zł,11 942 zł/m²,"51,5",2,"Piętro
2/4",zapytaj,zapytaj,wtórny,1965,blok,nie,miejskie
1260,Mieszkanie po remoncie blisko lasu!,"Gdynia, Karwiny, Leopolda Staffa",690 000 zł,10 000 zł/m²,69,3,"Piętro
6/10",balkon,zapytaj,wtórny,1970,blok,tak,miejskie
1261,2-pokojowe mieszkanie w świetnej lokalizacji,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",615 000 zł,11 942 zł/m²,"51,5",2,"Piętro
2/4",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
1262,2 słoneczne pokoje na Wzgórzu św. Maksymiliana,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",615 000 zł,11 942 zł/m²,"51,5",2,"Piętro
2/4",balkon,zapytaj,wtórny,brak,blok,nie,miejskie
1263,"Nowoczesne wnętrze 2 niezależne pokoje, kuchnia, b","Gdynia, pomorskie",499 000 zł,11 881 zł/m²,42,2,"Piętro
7/10",balkon,zapytaj,wtórny,brak,blok,tak,miejskie
1264,Mieszkanie - Gdynia Działki Leśne,"Gdynia, Działki Leśne, Śląska",945 000 zł,9 450 zł/m²,100,4,"Piętro
3/4",zapytaj,zapytaj,wtórny,1952,kamienica,nie,miejskie
1265,2-pok. do własnej aranżacji blisko centrum,"Gdynia, Wzgórze Św. Maksymiliana, bp. Dominika",615 000 zł,11 942 zł/m²,"51,5",2,"Piętro
2/4",balkon,garaż/miejsce parkingowe,wtórny,1965,kamienica,nie,miejskie
1266,Gdynia Śródmieście - komfortowe 2 pokoje,"Gdynia, Śródmieście, św. Piotra",907 995 zł,16 500 zł/m²,"55,03",2,"Piętro
5/18",zapytaj,garaż/miejsce parkingowe,pierwotny,2023,apartamentowiec,tak,miejskie
1267,Gdynia Śródmieście - komfortowe 3 pokoje,"Gdynia, Śródmieście, św. Piotra",1 040 980 zł,15 500 zł/m²,"67,16",3,"Piętro
4/18",zapytaj,garaż/miejsce parkingowe,pierwotny,2023,apartamentowiec,tak,miejskie
1268,Gdynia Śródmieście - Św. Piotra - 2 pokoje,"Gdynia, Śródmieście, św. Piotra",700 640 zł,16 000 zł/m²,"43,79",2,"Piętro
3/18",zapytaj,garaż/miejsce parkingowe,pierwotny,2023,apartamentowiec,tak,miejskie
1269,Gdynia Śródmieście - 3 pokoje - Apartamentowiec,"Gdynia, Śródmieście, św. Piotra",913 050 zł,15 000 zł/m²,"60,87",3,"Piętro
4/18",zapytaj,garaż/miejsce parkingowe,pierwotny,2023,apartamentowiec,tak,miejskie
